target_slug,target,kind,crop_slug,crop,product_slug,product,klass,reg_no,reg_until,norm_raw,dose_per_10l,method,wait_days,max_treatments,hazard_bees,page
pautinnyy-klesch,паутинный клещ,вредитель,komnatnye-rasteniya,комнатные растения (общее),matrinbio,МатринБио,инсектицид,021-01-2672-1,12.05.2030,"1,5 мл/л воды",15 мл,Опрыскивание при появлении вредителей,,3,III,222
pautinnyy-klesch,паутинный клещ,вредитель,komnatnye-rasteniya,комнатные растения (общее),matrinbio-bau,МатринБио БАУ,инсектицид,021-01-4440-1,04.03.2034,700 мл/10-30 растений,,Опрыскивание с помощью флакона с курковым распылителем с готовым рабочим раствором в период вегетации при появлении вредителей,3,3,III,223
pautinnyy-klesch,паутинный клещ,вредитель,komnatnye-rasteniya,комнатные растения (общее),fitoverm,Фитоверм,инсектицид,930-01-4625-1,23.06.2034,10 мл/лводы,100 мл,Опрыскивание по мере появления вредителей,1,4,III,42
pautinnyy-klesch,паутинный клещ,вредитель,luk,лук,matrinbio-bau,МатринБио БАУ,инсектицид,021-01-4440-1,04.03.2034,700 мл/10-30 растений,,Опрыскивание с помощью флакона с курковым распылителем с готовым рабочим раствором в период вегетации при появлении вредителей,3,3,III,223
pautinnyy-klesch,паутинный клещ,вредитель,ogurets,огурец,biovert,Биоверт,инсектицид,034-01-1314-1,22.12.2026,7-10 г/10 м2,,Опрыскивание в период вегетации,1,3,III,38
pautinnyy-klesch,паутинный клещ,вредитель,ogurets,огурец,biorazryad,Биоразряд,инсектицид,033-01-10004-1,08.06.2036,20 г/10 лводы,20 г,"Опрыскивание растений при появлении вредителей, интервал 5-7 дней.",7,2,I,38
pautinnyy-klesch,паутинный клещ,вредитель,ogurets,огурец,biorazryad,Биоразряд,инсектицид,033-01-10004-1,08.06.2036,20 г/10 лводы,20 г,"Опрыскивание растений при появлении вредителей, интервал 5-7 дней.",7,2,I,38
pautinnyy-klesch,паутинный клещ,вредитель,ogurets,огурец,bitoksibatsillin,Битоксибациллин,инсектицид,034-01-2881-1,17.11.2030,50 г/10 лводы,50 г,"Опрыскивание в период вегетации 0,5% рабочим раствором с интервалом 8-10 дней",5,6,III,26
pautinnyy-klesch,паутинный клещ,вредитель,ogurets,огурец,doktor-harvest-forte-pro,Доктор Харвест Форте Про,инсектицид,909-01-4367-1,16.01.2034,14-40 мл/100 м2,,Опрыскивание в период вегетации,,5,I,231
pautinnyy-klesch,паутинный клещ,вредитель,ogurets,огурец,insektobakterin,Инсектобактерин,инсектицид,033-01(02)-3392-1,02.12.2031,10 г/10 л,10 г,Опрыскивание в период вегетации с интервалом 5-10 дней,7,4,III,28
pautinnyy-klesch,паутинный клещ,вредитель,ogurets,огурец,matrinbio,МатринБио,инсектицид,021-01-2672-1,12.05.2030,10-15 мл/10 лводы,10–15 мл,Опрыскивание в период вегетации,3,3,III,222
pautinnyy-klesch,паутинный клещ,вредитель,ogurets,огурец,matrinbio-bau,МатринБио БАУ,инсектицид,021-01-4440-1,04.03.2034,700 мл/10-30 растений,,Опрыскивание с помощью флакона с курковым распылителем с готовым рабочим раствором в период вегетации при появлении вредителей,3,3,III,223
pautinnyy-klesch,паутинный клещ,вредитель,ogurets,огурец,metavayt,Метавайт,инсектицид,196-01-3937-1,09.01.2033,20-80 мл/10 лводы,20–80 мл,Опрыскивание в период вегетации,,3,III,39
pautinnyy-klesch,паутинный клещ,вредитель,ogurets,огурец,otrava-doktor-harvest,Отрава Доктор Харвест,инсектицид,769-01-3326-1,04.10.2031,14-40 мл/100 м2,,Опрыскивание в период вегетации,5,5,I,290
pautinnyy-klesch,паутинный клещ,вредитель,ogurets,огурец,fitoverm,Фитоверм,инсектицид,930-01-4625-1,23.06.2034,10 мл/лводы,100 мл,Опрыскивание в период вегетации,3,2,III,42
pautinnyy-klesch,паутинный клещ,вредитель,ogurets,огурец,fitoverm-forte,Фитоверм Форте,инсектицид,012-01-1326-1,12.01.2027,20 мл/10 лводы,20 мл,Опрыскивание в период вегетации,3,3,III,43
pautinnyy-klesch,паутинный клещ,вредитель,perets,перец,fitoverm-forte,Фитоверм Форте,инсектицид,012-01-1326-1,12.01.2027,20 мл/10 лводы,20 мл,Опрыскивание в период вегетации,3,3,III,43
pautinnyy-klesch,паутинный клещ,вредитель,roza,роза,matrinbio,МатринБио,инсектицид,021-01-2672-1,12.05.2030,10-15 мл/10 лводы,10–15 мл,Опрыскивание в период вегетации,,3,III,222
