regulation_id,target_slug,target,kind,latin
991,tlya,тля,вредитель,Aphis gossypii Glov.
992,koloradskiy-zhuk,колорадский жук,вредитель,Leptinotarsa decemlineata
993,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
993,miniruyuschaya-mol,минирующая моль,вредитель,
993,sovka,совка,вредитель,
994,listovertka,листовертка,вредитель,Pandemis ribeana Hbn.
994,plodozhorka,плодожорка,вредитель,Cydia pomonella L.
995,tlya,тля,вредитель,Aphis gossypii Glov.
996,koloradskiy-zhuk,колорадский жук,вредитель,Leptinotarsa decemlineata
997,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
997,miniruyuschaya-mol,минирующая моль,вредитель,
997,sovka,совка,вредитель,
998,tlya,тля,вредитель,Aphis gossypii Glov.
999,listovertka,листовертка,вредитель,Pandemis ribeana Hbn.
999,plodozhorka,плодожорка,вредитель,Cydia pomonella L.
1000,zhuk-schelkun-provolochnik,жук-щелкун / проволочник,вредитель,
1000,provolochnik,проволочник,вредитель,
1001,zhuk-schelkun-provolochnik,жук-щелкун / проволочник,вредитель,
1001,provolochnik,проволочник,вредитель,
1002,zhuk-schelkun-provolochnik,жук-щелкун / проволочник,вредитель,
1002,provolochnik,проволочник,вредитель,
1003,miniruyuschaya-mol,минирующая моль,вредитель,
1004,pautinnyy-klesch,паутинный клещ,вредитель,Eotetranychus pruni (Oudemans)
1005,vrediteli,вредители (общее),вредитель,
1006,vrediteli,вредители (общее),вредитель,
1007,zhuk-schelkun-provolochnik,жук-щелкун / проволочник,вредитель,
1007,provolochnik,проволочник,вредитель,
1008,zhuk-schelkun-provolochnik,жук-щелкун / проволочник,вредитель,
1008,provolochnik,проволочник,вредитель,
1009,kleschi,клещи (общее),вредитель,
1009,listovertka,листовертка,вредитель,Pandemis ribeana Hbn.
1009,medyanitsa,медяница,вредитель,Psylla pyri L.
1009,plodozhorka,плодожорка,вредитель,Cydia pomonella L.
1009,tlya,тля,вредитель,Aphis gossypii Glov.
1010,kleschi,клещи (общее),вредитель,
1010,listovertka,листовертка,вредитель,Pandemis ribeana Hbn.
1011,lugovoy-motylek,луговой мотылек,вредитель,
1011,sovka,совка,вредитель,
1012,kleschi,клещи (общее),вредитель,
1012,tlya,тля,вредитель,Aphis gossypii Glov.
1013,kleschi,клещи (общее),вредитель,
1013,lugovoy-motylek,луговой мотылек,вредитель,
1013,sovka,совка,вредитель,
1014,pililschik,пилильщик,вредитель,Hoplocampa brevis Klug.
1014,skrytnohobotnik,скрытнохоботник,вредитель,
1014,tsvetoed,цветоед,вредитель,
1015,koloradskiy-zhuk,колорадский жук,вредитель,Leptinotarsa decemlineata
1016,tlya,тля,вредитель,Aphis gossypii Glov.
1017,hlebnaya-zhuzhelitsa,хлебная жужелица,вредитель,
1018,klop,клоп,вредитель,
1018,klop-vrednaya-cherepashka,клоп вредная черепашка,вредитель,
1018,krestotsvetnaya-bloshka,крестоцветная блошка,вредитель,"Phyllotreta nemorum L., Ph. undulata Kutsch., Ph. armoraciae Koch., Ph. striolata F., Ph. atra Fabr., Ph. cruciferae Goeze., Ph. nigripes F."
1018,pyavitsa,пьявица,вредитель,Oulema melanopus
1018,sornyaki,сорняки (общее),сорняк,
1018,tlya,тля,вредитель,Aphis gossypii Glov.
1018,tripsy,трипсы,вредитель,
1019,pyavitsa,пьявица,вредитель,Oulema melanopus
1019,sornyaki,сорняки (общее),сорняк,
1019,tlya,тля,вредитель,Aphis gossypii Glov.
1019,tripsy,трипсы,вредитель,
1020,koloradskiy-zhuk,колорадский жук,вредитель,Leptinotarsa decemlineata
1021,krestotsvetnaya-bloshka,крестоцветная блошка,вредитель,"Phyllotreta nemorum L., Ph. undulata Kutsch., Ph. armoraciae Koch., Ph. striolata F., Ph. atra Fabr., Ph. cruciferae Goeze., Ph. nigripes F."
1022,miniruyuschaya-mol,минирующая моль,вредитель,
1022,pililschik,пилильщик,вредитель,Hoplocampa brevis Klug.
1022,skrytnohobotnik,скрытнохоботник,вредитель,
1022,tsvetoed,цветоед,вредитель,
1023,dolgonosik,долгоносик,вредитель,
1023,krestotsvetnaya-bloshka,крестоцветная блошка,вредитель,"Phyllotreta nemorum L., Ph. undulata Kutsch., Ph. armoraciae Koch., Ph. striolata F., Ph. atra Fabr., Ph. cruciferae Goeze., Ph. nigripes F."
1023,sovka,совка,вредитель,
1024,dolgonosik,долгоносик,вредитель,
1024,lugovoy-motylek,луговой мотылек,вредитель,
1024,miniruyuschaya-mol,минирующая моль,вредитель,
1024,pautinnyy-klesch,паутинный клещ,вредитель,Eotetranychus pruni (Oudemans)
1024,tlya,тля,вредитель,Aphis gossypii Glov.
1025,koloradskiy-zhuk,колорадский жук,вредитель,Leptinotarsa decemlineata
1026,belokrylka,белокрылка,вредитель,
1027,kleschi,клещи (общее),вредитель,
1027,listovertka,листовертка,вредитель,Pandemis ribeana Hbn.
1027,medyanitsa,медяница,вредитель,Psylla pyri L.
1027,tlya,тля,вредитель,Aphis gossypii Glov.
1027,schitovka,щитовка,вредитель,Lepidosaphes ulmi L.
1028,schitovka,щитовка,вредитель,Lepidosaphes ulmi L.
1029,schitovka,щитовка,вредитель,Lepidosaphes ulmi L.
1030,listovertka,листовертка,вредитель,Pandemis ribeana Hbn.
1030,tlya,тля,вредитель,Aphis gossypii Glov.
1030,schitovka,щитовка,вредитель,Lepidosaphes ulmi L.
1031,listovertka,листовертка,вредитель,Pandemis ribeana Hbn.
1031,tlya,тля,вредитель,Aphis gossypii Glov.
1031,schitovka,щитовка,вредитель,Lepidosaphes ulmi L.
1032,listovertka,листовертка,вредитель,Pandemis ribeana Hbn.
1032,tlya,тля,вредитель,Aphis gossypii Glov.
1032,schitovka,щитовка,вредитель,Lepidosaphes ulmi L.
1033,kleschi,клещи (общее),вредитель,
1033,medyanitsa,медяница,вредитель,Psylla pyri L.
1033,muchnistyy-chervets,мучнистый червец,вредитель,Parthenolecanium corni Bouche.
1033,tlya,тля,вредитель,Aphis gossypii Glov.
1033,schitovka,щитовка,вредитель,Lepidosaphes ulmi L.
1034,kleschi,клещи (общее),вредитель,
1034,medyanitsa,медяница,вредитель,Psylla pyri L.
1034,muchnistyy-chervets,мучнистый червец,вредитель,Parthenolecanium corni Bouche.
1034,tlya,тля,вредитель,Aphis gossypii Glov.
1034,schitovka,щитовка,вредитель,Lepidosaphes ulmi L.
1035,belokrylka,белокрылка,вредитель,
1035,kleschi,клещи (общее),вредитель,
1035,muchnistyy-chervets,мучнистый червец,вредитель,Parthenolecanium corni Bouche.
1035,schitovka,щитовка,вредитель,Lepidosaphes ulmi L.
1036,kleschi,клещи (общее),вредитель,
1036,medyanitsa,медяница,вредитель,Psylla pyri L.
1036,muchnistyy-chervets,мучнистый червец,вредитель,Parthenolecanium corni Bouche.
1036,tlya,тля,вредитель,Aphis gossypii Glov.
1036,schitovka,щитовка,вредитель,Lepidosaphes ulmi L.
1037,kleschi,клещи (общее),вредитель,
1037,muchnistyy-chervets,мучнистый червец,вредитель,Parthenolecanium corni Bouche.
1037,tlya,тля,вредитель,Aphis gossypii Glov.
1037,schitovka,щитовка,вредитель,Lepidosaphes ulmi L.
1038,schitovka,щитовка,вредитель,Lepidosaphes ulmi L.
1039,kleschi,клещи (общее),вредитель,
1039,medyanitsa,медяница,вредитель,Psylla pyri L.
1039,muchnistyy-chervets,мучнистый червец,вредитель,Parthenolecanium corni Bouche.
1039,tlya,тля,вредитель,Aphis gossypii Glov.
1039,schitovka,щитовка,вредитель,Lepidosaphes ulmi L.
1040,kleschi,клещи (общее),вредитель,
1040,medyanitsa,медяница,вредитель,Psylla pyri L.
1040,muchnistyy-chervets,мучнистый червец,вредитель,Parthenolecanium corni Bouche.
1040,tlya,тля,вредитель,Aphis gossypii Glov.
1040,schitovka,щитовка,вредитель,Lepidosaphes ulmi L.
1041,belokrylka,белокрылка,вредитель,
1041,kleschi,клещи (общее),вредитель,
1041,muchnistyy-chervets,мучнистый червец,вредитель,Parthenolecanium corni Bouche.
1041,schitovka,щитовка,вредитель,Lepidosaphes ulmi L.
1042,kleschi,клещи (общее),вредитель,
1042,muchnistyy-chervets,мучнистый червец,вредитель,Parthenolecanium corni Bouche.
1042,tlya,тля,вредитель,Aphis gossypii Glov.
1042,schitovka,щитовка,вредитель,Lepidosaphes ulmi L.
1043,kleschi,клещи (общее),вредитель,
1043,medyanitsa,медяница,вредитель,Psylla pyri L.
1043,muchnistyy-chervets,мучнистый червец,вредитель,Parthenolecanium corni Bouche.
1043,tlya,тля,вредитель,Aphis gossypii Glov.
1043,schitovka,щитовка,вредитель,Lepidosaphes ulmi L.
1044,kleschi,клещи (общее),вредитель,
1044,listovertka,листовертка,вредитель,Pandemis ribeana Hbn.
1044,medyanitsa,медяница,вредитель,Psylla pyri L.
1044,tlya,тля,вредитель,Aphis gossypii Glov.
1044,schitovka,щитовка,вредитель,Lepidosaphes ulmi L.
1045,schitovka,щитовка,вредитель,Lepidosaphes ulmi L.
1046,schitovka,щитовка,вредитель,Lepidosaphes ulmi L.
1047,schitovka,щитовка,вредитель,Lepidosaphes ulmi L.
1048,listovertka,листовертка,вредитель,Pandemis ribeana Hbn.
