reg_no,product,ingredient_slug,ingredient,conc_value,conc_unit
002-03-476-1,Десфен-80,desmedifam,Десмедифам,80.0,г/л
002-03-476-1,Десфен-80,fenmedifam,Фенмедифам,80.0,г/л
1000-01-10008-0,Детер,klotianidin,Клотианидин,250.0,г/л
033-07-2071-1,Детка,6-benzilaminopurin,6-бензиламинопурин,11.0,г/кг
033-07-2071-1,Детка,tiamin,Тиамин,0.5,г/кг
178-02-9675-0,Дефенсор,piraklostrobin,Пираклостробин,25.0,г/л
178-02-9675-0,Дефенсор,fludioksonil,Флудиоксонил,25.0,г/л
805-01-3621-1,Дефилигнум,bacillus-thuringiensis,Bacillus thuringiensis,10000000000.0,КОЕ/Мл
347-03-4747-0,Дефолт,glifosat,Глифосат,360.0,г/л
019-01-4977-0,Децис Эксперт,deltametrin,Дельтаметрин,100.0,г/л
019-01-507-1,Децис Эксперт,deltametrin,Дельтаметрин,100.0,г/л
825-03-3692-1,Джанеро Элит,dikamba,Дикамба,200.0,г/л
677-03-3363-1,Джиндур,s-metolahlor,С-метолахлор,960.0,г/л
002-02-10078-0,Джокари,boskalid,Боскалид,150.0,г/л
002-02-10078-0,Джокари,piraklostrobin,Пираклостробин,250.0,г/л
018-02-9908-0,Джотто,difenokonazol,Дифеноконазол,200.0,г/л
018-02-9908-0,Джотто,trifloksistrobin,Трифлоксистробин,375.0,г/л
010-01-2153-1,Ди-68,dimetoat,Диметоат,400.0,г/л
097-03-2962-1,Диакем,2-4-d,"2,4-Д",344.0,г/л
097-03-2962-1,Диакем,dikamba,Дикамба,120.0,г/л
041-03-1867-1,Диален Супер,2-4-d,"2,4-Д",344.0,г/л
041-03-1867-1,Диален Супер,dikamba,Дикамба,120.0,г/л
178-03-2213-1,Диамакс,2-4-d,"2,4-Д",344.0,г/л
178-03-2213-1,Диамакс,dikamba,Дикамба,120.0,г/л
050-03-4423-1,Диамисоль,2-4-d,"2,4-Д",600.0,г/л
334-03-1559-1,Дианат,dikamba,Дикамба,480.0,г/л
046-03-2689-1,Диастар,dikamba,Дикамба,480.0,г/л
046-03-5032-1,Диастар,dikamba,Дикамба,480.0,г/л
126-03-3580-1,Дибазон,atsifluorfen,Ацифлуорфен,160.0,г/л
126-03-3580-1,Дибазон,bentazon,Бентазон,320.0,г/л
046-03-2358-1,Дива,2-4-d,"2,4-Д",550.0,г/л
046-03-5055-1,Дива,2-4-d,"2,4-Д",550.0,г/л
046-03-2358-1,Дива,florasulam,Флорасулам,7.4,г/л
046-03-5055-1,Дива,florasulam,Флорасулам,7.4,г/л
041-02-3013-1,Дивиденд Стар,difenokonazol,Дифеноконазол,30.0,г/л
041-02-3013-1,Дивиденд Стар,tsiprokonazol,Ципроконазол,6.3,г/л
041-01(02)-9791-0,Дивиденд Суприм,difenokonazol,Дифеноконазол,36.92,г/л
041-01(02)-9791-0,Дивиденд Суприм,mefenoksam,Мефеноксам,3.08,г/л
041-01(02)-9791-0,Дивиденд Суприм,tiametoksam,Тиаметоксам,92.3,г/л
041-02-2541-1,Дивиденд Экстрим,difenokonazol,Дифеноконазол,92.0,г/л
041-02-2541-1,Дивиденд Экстрим,mefenoksam,Мефеноксам,23.0,г/л
041-01-496-1,ДивидендСуприм,difenokonazol,Дифеноконазол,36.92,г/л
041-02-497-1,ДивидендСуприм,difenokonazol,Дифеноконазол,36.92,г/л
041-01-496-1,ДивидендСуприм,mefenoksam,Мефеноксам,3.08,г/л
041-02-497-1,ДивидендСуприм,mefenoksam,Мефеноксам,3.08,г/л
041-01-496-1,ДивидендСуприм,tiametoksam,Тиаметоксам,92.3,г/л
041-02-497-1,ДивидендСуприм,tiametoksam,Тиаметоксам,92.3,г/л
097-03-2907-1,Дикамбел,dikamba,Дикамба,480.0,г/л
549-03-3164-1,Дикамерон,klopiralid,Клопиралид,267.0,г/л
549-03-3164-1,Дикамерон,pikloram,Пиклорам,67.0,г/л
607-03-3738-1,Дикамин-Д,2-4-d,"2,4-Д",600.0,г/л
070-04-3460-1,Диквабис,dikvat-dibromida,Дикват дибромида,280.0,г/л
063-04-4243-1,Дикват,dikvat-dibromida,Дикват дибромида,150.0,г/л
192-04-2681-1,Дикватерр Мега,dikvat,Дикват,200.0,г/л
424-04-2357-1,Дикватерр Супер,dikvat,Дикват,150.0,г/л
097-03-3835-1,Диклосоя,diklosulam,Диклосулам,840.0,г/кг
024-03-1318-1,Дикогерб Супер,dikamba,Дикамба,90.0,г/л
024-03-1318-1,Дикогерб Супер,mtspa,МЦПА,660.0,г/л
024-03-2471-1,Дикопур М,mtspa,МЦПА,750.0,г/л
024-03-2584-1,Дикопур Топ,2-4-d,"2,4-Д",344.0,г/л
024-03-2584-1,Дикопур Топ,dikamba,Дикамба,120.0,г/л
126-04-4533-1,Дикошанс,dikvat-dibromida,Дикват дибромида,279.0,г/л
082-03-4644-0,Диктатор,dikvat-dibromida,Дикват дибромида,150.0,г/л
082-04-10028-0,Диктатор,dikvata-dibromida,Диквата дибромида,150.0,г/л
966-01-4832-0,Дим Эксперт,dimetoat,Диметоат,400.0,г/л
653-01-4160-0,Димекс,dimetoat,Диметоат,400.0,г/л
070-01-3374-1,Диметек,dimetoat,Диметоат,400.0,г/л
913-01-4468-1,Диметрон,dimetoat,Диметоат,400.0,г/л
023(396)-01-1257-1,Диметус,dimetoat,Диметоат,400.0,г/л
278-01-4107-1,Димефос,dimetoat,Диметоат,400.0,г/л
379-01-2033-1,Димилин,diflubenzuron,Дифлубензурон,250.0,г/кг
041-02-1294-1,Динали,difenokonazol,Дифеноконазол,60.0,г/л
041-02-1294-1,Динали,tsiflufenamid,Цифлуфенамид,30.0,г/л
699-03-3394-1,Диома,imazamoks,Имазамокс,33.0,г/л
699-03-3394-1,Диома,imazapir,Имазапир,15.0,г/л
085-01-782-1,Дипломат,lyambda-tsigalotrin,Лямбда-цигалотрин,50.0,г/л
085-01-9665-1,Дипломат,lyambda-tsigalotrin,Лямбда-цигалотрин,50.0,г/л
046-03-9670-0,Диполь,bentazon,Бентазон,330.0,г/л
046-03-9670-0,Диполь,fomesafen,Фомесафен,150.0,г/л
822-01-3716-1,Дисектис,dioksid-kremniya,Диоксид кремния,800.0,г/кг
781-03-4362-1,Дискатор 600,2-4-d,"2,4-Д",600.0,г/л
781-03-3411-1,Дискатор Форте,2-4-d,"2,4-Д",410.0,г/л
781-03-3411-1,Дискатор Форте,florasulam,Флорасулам,5.0,г/л
781-03-3411-1,Дискатор Форте,fluroksipir,Флуроксипир,50.0,г/л
002-02-3369-1,Дискор,difenokonazol,Дифеноконазол,250.0,г/л
278-03-4104-1,Дисулам,2-4-d,"2,4-Д",300.0,г/л
278-03-4104-1,Дисулам,florasulam,Флорасулам,6.25,г/л
866-02-4578-1,Дитан КА,mankotseb,Манкоцеб,800.0,г/кг
009-02-2244-1,Дитан М-45,mankotseb,Манкоцеб,800.0,г/кг
082-01-3658-1,Дитокс,dimetoat,Диметоат,400.0,г/л
050-03-988-1,Дифилайн,s-metolahlor,С-метолахлор,960.0,г/л
050-03-9628-0,Дифилайн,s-metolahlor,С-метолахлор,960.0,г/л
262-01-2679-1,Дифломайт,diflovidazin,Дифловидазин,200.0,г/л
389-01-2210-1,Дифлуцид,diflubenzuron,Дифлубензурон,250.0,г/кг
097-03-840-1,Дифронт,dimetenamid-r,Диметенамид-р,720.0,г/л
192-02-4512-1,Дифферент,ditianon,Дитианон,350.0,г/л
586-02-9626-0,Дифюр Про,difenokonazol,Дифеноконазол,150.0,г/л
586-02-9626-0,Дифюр Про,propikonazol,Пропиконазол,150.0,г/л
126-01-4044-1,Дишанс,dimetoat,Диметоат,400.0,г/л
126-01-9988-1,Дишанс Супер,dimetoat,Диметоат,285.0,г/л
126-01-9988-1,Дишанс Супер,lyambda-tsigalotrin,Лямбда-цигалотрин,27.0,г/л
004(549)-03-5020-1,Длясои,imazetapir,Имазетапир,100.0,г/л
781-01-9848-0,Доберман Про,imidakloprid,Имидаклоприд,210.0,г/л
781-01-9848-0,Доберман Про,lyambda-tsigalotrin,Лямбда-цигалотрин,105.0,г/л
781-01-9848-0,Доберман Про,tiametoksam,Тиаметоксам,57.0,г/л
590-02-4190-1,Догода,difenokonazol,Дифеноконазол,125.0,г/л
590-02-4190-1,Догода,tebukonazol,Тебуконазол,125.0,г/л
033-07-3169-1,Дозреватель,2-hloretilfosfonovaya-kislota,2-хлорэтилфосфоновая кислота,629.0,г/л
012-01-1444-1,Доктор,tiametoksam,Тиаметоксам,10.0,г/кг
064-02-2893-1,Доктор Кроп,karbendazim,Карбендазим,500.0,г/л
909-01-4368-1,Доктор Харвест АгроМайт ПРО,piretriny-naturalnye-maslyanyy-ekstrakt,Пиретрины натуральные масляный экстракт,30.0,г/л
909-01-10083-1,Доктор Харвест Белоцид,abamektin,Абамектин,10.0,г/л
909-01-10083-1,Доктор Харвест Белоцид,limonen,Лимонен,60.0,г/л
909-02-9755-1,Доктор Харвест Метоксин,7-metoksi-8-izopentenilkumarina,7-метокси-8-изопентенилкумарина,15.0,г/л
909-02-9755-1,Доктор Харвест Метоксин,maslo-nima,Масло нима,700.0,г/л
909-02-9755-1,Доктор Харвест Метоксин,emodin,Эмодин,60.0,г/л
909-02-9755-1,Доктор Харвест Метоксин,efirnogo-masla-gvozdiki,Эфирного масла гвоздики,20.0,г/л
909-01-4367-1,Доктор Харвест Форте Про,piretriny-naturalnye-maslyanyy-ekstrakt,Пиретрины натуральные масляный экстракт,250.0,г/л
140-02-2553-1,Домарк,tetrakonazol,Тетраконазол,125.0,г/л
233-07-1772-1,Домоцвет,gidroksikorichnaya-kislota,Гидроксикоричная кислота,0.05,г/л
871-04-9707-0,Донат,dikvat-dibromida,Дикват дибромида,150.0,г/л
002-03-3031-1,Допинг,klodinafop-propargil,Клодинафоп-пропаргил,80.0,г/л
002-03-3031-1,Допинг,klokvintoset-meksil,Клоквинтосет-мексил,20.0,г/л
010-02-2162-1,Доспех,tebukonazol,Тебуконазол,60.0,г/л
010-02-3002-1,Доспех 3,imazalil,Имазалил,40.0,г/л
010-02-3002-1,Доспех 3,tebukonazol,Тебуконазол,60.0,г/л
010-02-3002-1,Доспех 3,tiabendazol,Тиабендазол,60.0,г/л
010(011)-01-1964-1,Доспех Квадра,imazalil,Имазалил,20.0,г/л
010(011)-02-1951-1,Доспех Квадра,imazalil,Имазалил,20.0,г/л
010(011)-01-1964-1,Доспех Квадра,imidakloprid,Имидаклоприд,300.0,г/л
010(011)-02-1951-1,Доспех Квадра,imidakloprid,Имидаклоприд,300.0,г/л
010(011)-01-1964-1,Доспех Квадра,tebukonazol,Тебуконазол,30.0,г/л
010(011)-02-1951-1,Доспех Квадра,tebukonazol,Тебуконазол,30.0,г/л
010(011)-01-1964-1,Доспех Квадра,tiabendazol,Тиабендазол,30.0,г/л
010(011)-02-1951-1,Доспех Квадра,tiabendazol,Тиабендазол,30.0,г/л
085-03-3320-1,Дракон,klodinafop-propargil,Клодинафоп-пропаргил,90.0,г/л
085-03-3320-1,Дракон,mefenpir-dietil,Мефенпир-диэтил,60.0,г/л
085-03-3320-1,Дракон,fenoksaprop-p-etil,Феноксапроп-п-этил,140.0,г/л
085-03-3514-1,Дракон Супер 100,mefenpir-dietil,Мефенпир-диэтил,27.0,г/л
085-03-3514-1,Дракон Супер 100,fenoksaprop-p-etil,Феноксапроп-п-этил,100.0,г/л
085-03-3513-1,"Дракон Супер 7,5",mefenpir-dietil,Мефенпир-диэтил,75.0,г/л
085-03-3513-1,"Дракон Супер 7,5",fenoksaprop-p-etil,Феноксапроп-п-этил,69.0,г/л
008-01-3303-1,Дракор,klotianidin,Клотианидин,50.0,г/л
642-03-9898-0,Драфт,glifosat,Глифосат,540.0,г/л
297-03-663-1,Древер,desmedifam,Десмедифам,71.0,г/л
297-03-663-1,Древер,fenmedifam,Фенмедифам,91.0,г/л
297-03-663-1,Древер,etofumezat,Этофумезат,112.0,г/л
389-02-9654-1,Дрейк Плюс,kaptan,Каптан,600.0,г/кг
389-02-9654-1,Дрейк Плюс,trifloksistrobin,Трифлоксистробин,40.0,г/кг
018-03-4466-1,Дротик,2-4-d,"2,4-Д",400.0,г/л
041-03-3507-1,Дуал Голд,s-metolahlor,С-метолахлор,960.0,г/л
021-03-3531-1,Дублон,nikosulfuron,Никосульфурон,40.0,г/л
021-03-2647-1,Дублон Голд,nikosulfuron,Никосульфурон,600.0,г/кг
021-03-2647-1,Дублон Голд,tifensulfuron-metil,Тифенсульфурон-метил,150.0,г/кг
021-03-4065-1,Дублон Супер,dikamba,Дикамба,425.0,г/кг
021-03-4065-1,Дублон Супер,nikosulfuron,Никосульфурон,125.0,г/кг
043(042)-03-2207-1,Дукат,triasulfuron,Триасульфурон,750.0,г/кг
126-03-1600-1,Душанс,s-metolahlor,С-метолахлор,960.0,г/л
126-03-9888-1,Душанс Голд,s-metolahlor,С-метолахлор,312.5,г/л
126-03-9888-1,Душанс Голд,terbutilazin,Тербутилазин,187.5,г/л
184(026)-02-3944-1,Дуэлянт,difenokonazol,Дифеноконазол,250.0,г/л
184(026)-02-3944-1,Дуэлянт,propikonazol,Пропиконазол,250.0,г/л
014-02-4434-1,Дэлит Макс,piraklostrobin,Пираклостробин,250.0,г/л
014-02-4434-1,Дэлит Макс,fluksapiroksad,Флуксапироксад,250.0,г/л
014-02-874-1,Дэлит Про,piraklostrobin,Пираклостробин,200.0,г/л
329-03-4397-1,Дюранор 480,dikamba,Дикамба,480.0,г/л
021-01-4448-1,Дюссак,emamektin-benzoat,Эмамектин бензоат,50.0,г/л
334-03-2534-1,Евро-Лайтнинг,imazamoks,Имазамокс,33.0,г/л
334-03-2534-1,Евро-Лайтнинг,imazapir,Имазапир,15.0,г/л
224-03-774-1,Евро-Лайтнинг Плюс,imazamoks,Имазамокс,16.5,г/л
224-03-774-1,Евро-Лайтнинг Плюс,imazapir,Имазапир,7.5,г/л
085-03-4128-1,Евро-Ланг,bioaktivator,Биоактиватор,100.0,г/л
085-03-4128-1,Евро-Ланг,imazetapir,Имазетапир,100.0,г/л
282-03-545-1,Евро-Ленд,imazamoks,Имазамокс,33.0,г/л
282-03-4887-1,Евро-Ленд,imazamoks,Имазамокс,33.0,г/л
282-03-545-1,Евро-Ленд,imazapir,Имазапир,15.0,г/л
282-03-4887-1,Евро-Ленд,imazapir,Имазапир,15.0,г/л
097-01-2844-1,Евродим,dimetoat,Диметоат,400.0,г/л
002-01-911-1,Европир,hlorpirifos,Хлорпирифос,480.0,г/л
126-03-618-1,Еврошанс,imazamoks,Имазамокс,33.0,г/л
126-03-618-1,Еврошанс,imazapir,Имазапир,15.0,г/л
126-03-3045-1,Еврошанс Плюс,imazamoks,Имазамокс,16.5,г/л
126-03-3045-1,Еврошанс Плюс,imazapir,Имазапир,7.5,г/л
126-03-9629-1,"Еврошанс, ВК",imazamoks,Имазамокс,33.0,г/л
126-03-9629-1,"Еврошанс, ВК",imazapir,Имазапир,15.0,г/л
021-01-1818-1,Жукоед,alfa-tsipermetrin,Альфа-ципермeтрин,125.0,г/л
021-01-1818-1,Жукоед,imidakloprid,Имидаклоприд,100.0,г/л
021-01-1818-1,Жукоед,klotianidin,Клотианидин,50.0,г/л
021-01-4782-1,Жукоед Био,spinosad,Спиносад,240.0,г/л
186-07-4808-1,Завязь,gibberellinovyh-kislot-natrievye-soli,Гиббереллиновых кислот натриевые соли,5.5,г/кг
677-03-3093-1,Зазофен,atsifluorfen,Ацифлуорфен,80.0,г/л
677-03-3093-1,Зазофен,bentazon,Бентазон,360.0,г/л
286-01-1157-1,Заман,imidakloprid,Имидаклоприд,200.0,г/л
156-02-4321-1,Замир,prohloraz,Прохлораз,267.0,г/л
156-02-4321-1,Замир,tebukonazol,Тебуконазол,133.0,г/л
019-02-997-1,Зантара,biksafen,Биксафен,50.0,г/л
019-02-9872-0,Зантара,biksafen,Биксафен,50.0,г/л
019-02-997-1,Зантара,tebukonazol,Тебуконазол,166.0,г/л
019-02-9872-0,Зантара,tebukonazol,Тебуконазол,166.0,г/л
590(297)-02-2497-1,Зарница,azoksistrobin,Азоксистробин,200.0,г/л
590(297)-02-2497-1,Зарница,epoksikonazol,Эпоксиконазол,187.5,г/л
019-02-852-1,Зато,trifloksistrobin,Трифлоксистробин,500.0,г/кг
019-02-9820-0,Зато,trifloksistrobin,Трифлоксистробин,500.0,г/кг
021-02-3505-1,Здоровая земля,karboksin,Карбоксин,198.0,г/л
021-02-3505-1,Здоровая земля,tiram,Тирам,198.0,г/л
024-03-1581-1,Зеагран 350,bromoksinil,Бромоксинил,100.0,г/л
024-03-1581-1,Зеагран 350,terbutilazin,Тербутилазин,250.0,г/л
