reg_no,name,kind,use_product,registrant,ogrn,reg_date,reg_until,status,n_brands,brands
180-15-4678-1,Карбамид,азотное,C,АО «Новомосковская акционерная компания «Азот»,1027100507378,27.09.2024,бессрочно,Действует,1,Б
180-15-4679-1,Карбамид,азотное,C,АО «Новомосковская акционерная компания «Азот»,1027100507378,27.09.2024,бессрочно,Действует,0,
188-10-1356-1,Карбамид,азотное,ЛС,ОАО «КуйбышевАзот»,,29.10.2015,28.10.2025,Не действует,1,Б
211-10-925-1,Карбамид,азотное,ЛС,ПАО «Акрон»,1025300786610,25.12.2015,24.12.2025,Не действует,1,Б
263-10-1281-1,Карбамид,азотное,ЛС,АО «Невинномысский Азот»,1022603620885,05.12.2016,04.12.2026,Действует,1,Б
321-10-1582-1,Карбамид,азотное,C,АО «ОХК» «УРАЛХИМ»,1077761874024,12.08.2015,11.08.2025,Не действует,1,Б
321-10-763-1,Карбамид,азотное,ЛС,АО «ОХК» «УРАЛХИМ»,1077761874024,11.09.2015,10.09.2025,Не действует,1,Б
335-10-837-1,Карбамид,азотное,ЛС,"КАО ""АЗОТ""",1024200705077,30.10.2015,29.10.2025,Не действует,1,Б
362-15-1075-1,Карбамид,азотное,C,АО «АММОНИЙ»,1061674035257,18.04.2016,17.04.2026,Не действует,1,Б
413-15-4352-1,Карбамид,азотное,ЛС,АО «Щекиноазот»,1027100507015,10.01.2024,бессрочно,Действует,1,Б
444-10-1521-1,Карбамид,азотное,ЛС,ООО «ГАЗПРОМ НЕФТЕХИМ САЛАВАТ»,1160280116138,10.07.2017,09.07.2027,Действует,1,Б
445-15-3789-1,Карбамид,азотное,ЛС,АО «АПАТИТ»,1025100561012,14.09.2022,бессрочно,Действует,1,Б
455-10-1646-1,Карбамид,азотное,ЛС,ООО «НТЦ «КОРМОФОС»,1147746452347,12.12.2017,11.12.2027,Действует,1,Б
498-10-4380-1,Карбамид,азотное,ЛС,АО «ТОЛЬЯТТИАЗОТ»,1026302004409,04.07.2018,03.07.2028,Действует,1,Б
760-15-3274-1,Карбамид,азотное,ЛС,ООО «ФОСАГРО-ДОН»,1026102898073,26.08.2021,25.08.2031,Действует,1,Б
925-10-4500-1,Карбамид,азотное,ЛС,АО МЕТАФРАКС КЕМИКАЛС,1025901777571,02.04.2024,бессрочно,Действует,1,Б
188-15-9639-1,Карбамид Б,азотное,ЛС,"ПАО ""КУЙБЫШЕВАЗОТ""",1036300992793,16.10.2025,16.10.2035,Действует,1,Б
211-10-5080-1,Карбамид Б,азотное,ЛС,ПАО «Акрон»,1025300786610,25.08.2025,бессрочно,Действует,1,Б
335-15-9656-1,Карбамид Б,азотное,ЛС,"КАО ""АЗОТ""",1024200705077,05.11.2025,бессрочно,Действует,1,Б
362-15-9910-1,Карбамид Б,азотное,ЛС,АО «АММОНИЙ»,1061674035257,17.04.2026,бессрочно,Действует,1,Б
990-15-9724-1,Карбамид Б,азотное,ЛС,ООО «ЕХСЗ-2»,1174704012757,11.12.2025,бессрочно,Действует,1,Б
180-10-1183-1,Карбамид ЮТЕК,азотное,C,АО «Новомосковская акционерная компания «Азот»,1027100507378,01.08.2016,31.07.2026,Не действует,0,
795-15-3544-1,Карбамид гранулированный,азотное,ЛС,ОАО ГродноАзот,,18.03.2022,бессрочно,Действует,0,
321-15-4695-1,Карбамид марка Б,азотное,ЛС,АО «ОХК» «УРАЛХИМ»,1077761874024,17.10.2024,бессрочно,Действует,1,марка Б
795-15-3543-1,Карбамид прилированный,азотное,ЛС,ОАО ГродноАзот,,18.03.2022,бессрочно,Действует,0,
180-10-1972-1,Карбамид с серой,азотное,ЛС,АО «Новомосковская акционерная компания «Азот»,1027100507378,25.07.2018,24.07.2028,Действует,3,"С12 | С7,5 | С4"
188-15-3667-1,Карбамид серосодержащий,азотное,C,ОАО «КуйбышевАзот»,,28.04.2022,бессрочно,Действует,5,КС16 | КС14 | КС12 | КС7 | КС4
321-15-3018-1,Карбамидно-аммиачная смесь жидкая,азотное,C,АО «ОХК» «УРАЛХИМ»,1077761874024,06.07.2021,05.07.2031,Действует,5,КАС-32 | KAС-32+Mg | KAС-32+Ca | KAС-26+S | KAС-28
188-11-9655-1,"Карбамидно-аммиачная смесь жидкая с микроэлементами КАС+S, Сu",азотное,C,"ПАО ""КУЙБЫШЕВАЗОТ""",1036300992793,28.10.2025,бессрочно,Действует,14,"КАС+B | КАС+ Zn | КАС+Сu | КАС+B, Zn | КАС+B, Сu | КАС+Zn, Сu | КАС+В, Zn, Сu | КАС+S, B | КАС+S, Zn | КАС+S, Сu | КАС+S, B, Zn | КАС+S, B, Сu | КАС+S, Zn, Сu | КАС+S, В, Zn, Сu"
321-15-3141-1,Карбамидосульфат,азотное,ЛС,АО «ОХК» «УРАЛХИМ»,1077761874024,18.05.2021,17.05.2031,Действует,2,40:6 | 34:12
413-15-9630-1,Карбамидо–аммиачная смесь (КАС) КАС-32,азотное,ЛС,АО «Щекиноазот»,1027100507015,10.10.2025,бессрочно,Действует,3,КАС-28 | КАС-30 | КАС-32
302-12-1083-1,Карбонат кальция для сельского хозяйства,кальциевое / известкование,C,ОАО «МИНУДОБРЕНИЯ»,,29.07.2015,28.07.2025,Не действует,0,
956-12-9604-1,Карбонат кальция для сельского хозяйства,кальциевое / известкование,C,"АО ""МИНУДОБРЕНИЯ""",1023601231840,26.09.2025,25.09.2035,Действует,0,
211-12-4196-1,Карбонат кальция конверсионный (мелиорант),кальциевое / известкование,ЛС,ПАО «Акрон»,1025300786610,11.09.2023,10.09.2033,Действует,2,А | В
325-12-3823-1,"Карбонат кальция конверсионный сорт 1,2",кальциевое / известкование,C,ПАО «Дорогобуж»,1026700535773,11.10.2022,10.10.2032,Действует,0,
958-12-4780-1,Карбонат кальция осажденный,кальциевое / известкование,C,ООО «ИНК-ЛИТИЙ»,,20.01.2025,19.01.2035,Не действует,0,
958-12-4915-1,Карбонат кальция осажденный,кальциевое / известкование,C,"ООО ""ИХК""",1243800005349,05.08.2025,19.01.2035,Действует,0,
335-15-3039-1,Карбосульфат,прочее,C,"КАО ""АЗОТ""",1024200705077,02.03.2021,01.03.2031,Действует,3,А | Б | В
399-13-2799-1,Катс,прочее,ЛС,Атлантика Агрикола С.А.,,15.09.2020,14.09.2030,Действует,3,Райкат Старт | Райкат Развитие | Райкат Финал
301-13-700-1,Кафом,микроудобрение,ЛС,"Кемикас Меристем, С.Л.",,15.07.2015,14.07.2025,Не действует,5,a | Cu | K | Mg | Zn
041-20-2549-1,Квантис,прочее,C,"ООО ""СИНГЕНТА""",1037739325271,28.02.2020,27.02.2030,Действует,0,
399-11-2934-1,Келик,микроудобрение,ЛС,Атлантика Агрикола С.А.,,17.12.2020,16.12.2030,Действует,7,Микс | Бор | Магний | Кальций | Молибден | Марганец | Цинк
399-11-2949-1,Келик Макс,микроудобрение,C,Атлантика Агрикола С.А.,,21.12.2020,20.12.2030,Действует,2,Калий | Кальций-Бор
399-11-2941-1,Келкат,микроудобрение,ЛС,Атлантика Агрикола С.А.,,17.12.2020,16.12.2030,Действует,5,Микс-Кальций | Бор | Железо | Марганец | Цинк
