reg_no,name,slug,form,conc,klass,registrant,ogrn,hazard_human,hazard_bees,reg_date,reg_until,status,has_lph
173-01-1751-1,Биоcлип БТ,bioclip-bt,П,1х10¹⁰ КОЕ/г Bacillus thuringiensis,инсектицид,ООО «ОРГАНИК ПАРК»,1127746020918,IV,III,09.02.2018,08.02.2028,Действует,0
253-07-2237-1,БиоЛарикс,biolariks,ВРК,250 г/л Дитерпеновые спирты и углеводороды + 50 г/л Дигидрокверцетин,регулятор роста,ЗАО «Аметис»,1042800015422,III,III,23.05.2019,22.05.2029,Действует,0
591(526)-07-2502-1,Биоагро-РР,bioagro-rr,Ж,1х10⁸ КОЕ/Мл Pseudomonas fluorescens 1-Б,регулятор роста,"ООО НПО «БИОАГРО», ФГБУ «Россельхозцентр»","1151322000037, 1077762014110",III,III,12.12.2019,11.12.2029,Действует,1
034-01-1314-1,Биоверт,biovert,СП,10⁶ КОЕ/г споры Lecanicillim lecanii штамм В-80,инсектицид,ООО ПО «Сиббиофарм»,1035404721780,III,III,23.12.2016,22.12.2026,Действует,1
173-07-4899-0,Биодукс,bioduks,Ж,"0,3 г/л Арахидоновая кислота",регулятор роста,ООО «ОРГАНИК ПАРК»,1127746020918,III,III,06.06.2025,05.06.2028,Действует,1
173-07-730-1,Биодукс,bioduks,Ж,"0,3 г/л Арахидоновая кислота",регулятор роста,ООО «ОРГАНИК ПАРК»,1127746020918,IV,III,29.07.2015,28.07.2025,Не действует,1
008-01-1156-1,Биокилл,biokill,КЭ,10 г/л Абамектин,инсектицид,ООО «Ваше хозяйство»,1025203566728,III,I,18.07.2016,17.07.2026,Не действует,1
018-02-3837-1,Биокомпозит-Про,biokompozit-pro,Ж,"10⁹ КОЕ/Мл Pseudomonas asplenii, штамм 11 RW (ВКПМ В-13395)",фунгицид,АО «Щелково Агрохим»,1025006519427,III,III,25.10.2022,24.10.2032,Действует,1
021-03-2050-1,Биолан Супер,biolan-super,ВР,"447 г/л 2,4-Д + 156 г/л дикамба (диметиламинные соли)",гербицид,АО Фирма «Август»,1025006038958,II,III,12.11.2018,11.11.2028,Действует,0
010-01-10067-1,Биомеч Инсекто,biomech-insekto,СП,1х10*9 КОЕ/г Bacillus thuringiensis var. kurstaki HG207 + 1х10*6 КОЕ/г Beauveria bassiana HG208,инсектицид,"ООО ""ЛИСТЕРРА""",1057749556930,IV,III,07.08.2026,06.08.2036,Действует,0
033-01-10004-1,Биоразряд,biorazryad,СП,10*8 КОЕ/г Metarhiziumanisopliae F-4358 + 10*8 КОЕ/г Beauveria bassiana F-3111,инсектицид,ООО «ОРТОН»,1025004916573,III,I,09.06.2026,08.06.2036,Действует,1
347-07-1440-1,Биосил,biosil,ВЭ,100 г/л Тритерпеновые кислоты,регулятор роста,ООО «АГРОИМПЭКС»,1157746689484,III,III,06.04.2017,05.04.2027,Действует,1
173-01-4233-1,Биослип БВ,bioslip-bv,Ж,1-7x10⁸ КОЕ/Мл Beauveria bassiana (ОРВ-43),инсектицид,ООО «ОРГАНИК ПАРК»,1127746020918,IV,III,25.10.2023,24.10.2033,Действует,0
502-01-1963-1,Биослип БВ,bioslip-bv,Ж,1x10⁸ КОЕ/Мл Beauveria bassiana (ОРВ-43),инсектицид,ООО «ОРГАНИК ПАРК»,1127746020918,IV,III,10.07.2018,09.07.2028,Действует,0
242-01-621-1,Биостоп,biostop,Ж,10х10⁸ КОЕ/Мл Beauveria bassiana + 10х10⁹ КОЕ/Мл Bacillus thuringiensis + 10х10⁸ КОЕ/Мл Streptomycessp.,инсектицид,ООО «Инвиво»,1082323000495,III,III,06.04.2015,05.04.2025,Не действует,0
805-01-4071-1,Биостоп Супер,biostop-super,микроконте,3х10⁶ КОЕ/г Bacillus thuringiensis Hi + 3х10⁶ КОЕ/г Beauveriabassiana BB1,инсектицид,ООО «БИОТА»,1137746933125,III,III,25.04.2023,24.04.2033,Действует,0
850-02-3910-1,Биосфера-Фунгимен,biosfera-fungimen,КС,"0,101 КОЕ/Мл Bacillussubtilis B-76",фунгицид,ООО НПП БИОСФЕРА,1170280080453,III,III,16.12.2022,15.12.2032,Действует,0
021-01-2767-1,Биотлин,biotlin,ВРК,200 г/л Имидаклоприд,инсектицид,АО Фирма «Август»,1025006038958,III,I,16.07.2020,15.07.2030,Действует,1
021-01-3455-1,Биотлин Бау,biotlin-bau,ВР,"0,1 г/л Имидаклоприд",инсектицид,АО Фирма «Август»,1025006038958,III,I,28.12.2021,27.12.2031,Действует,1
736-07-3233-1,Биотран,biotran,К,750 г/кг Триэтаноламмониевая соль ортокрезоксиуксусной кислоты + 150 г/кг хлорметилсилатран,регулятор роста,ООО «ЛОКФОРТ»,1173443025634,III,III,19.07.2021,18.07.2031,Действует,0
186-02-4410-1,Биотриходерма,biotrihoderma,СП,10⁹ КОЕ/г Trichoderma viride F-2030 + 10⁹ КОЕ/г Trichoderma harzianum F-2477,фунгицид,ООО «ОРТОН»,1025004916573,III,III,06.02.2024,05.02.2034,Действует,1
046-01-5066-1,Биофорт,biofort,Г,10⁸ КОЕ/г Metarhiziumanisopliae Р-72,инсектицид,ООО «ПСК Техноэкспорт»,1125042005175,III,III,29.08.2025,24.01.2034,Действует,1
002-03-2636-1,Бис-300,bis-300,ВР,300 г/л Клопиралид,гербицид,ООО «АГРУСХИМ»,1057747562509,III,III,31.03.2020,29.12.2023,Действует,1
866-03-4720-1,Бисау,bisau,МД,7 г/л Аминопиралид + 150 г/л Мезотрион + 60 г/л никосульфурон,гербицид,ООО «ПРИОРИТЕТ ГРУПП»,1152312010740,III,III,11.11.2024,10.11.2034,Действует,0
019-01-3722-1,Биская,biskaya,МД,240 г/л Тиаклоприд,инсектицид,Байер КропСайенс АГ,,II,III,29.06.2022,28.06.2032,Действует,0
528-03-4145-1,Бисмарк,bismark,МКС,275 г/л Пендиметалин + 55 г/л кломазон,гербицид,СИПКАМ ОКСОН С.П.А.,,-,-,05.07.2023,04.07.2033,Действует,0
174-02-4328-1,БисолбиСан,bisolbisan,Ж,100×10⁶ КОЕ/Мл Bacillus subtilis штамм Ч-13) ООО «Бисолби-Интер» (Санкт-Петербург,фунгицид,ООО «Бисолби-Интер» (Санкт-Петербург,,IV,III,21.12.2023,20.12.2033,Действует,1
174-02-1916-1,Бисолбицид,bisolbitsid,Ж,"0,108 КОЕ/Мл Bacillussubtilis, штамм ВL01 + 0,108 КОЕ/Мл Bacillussubtilis, штамм ВL01) ООО «Бисолби-Интер» (Санкт-Петербург",фунгицид,ООО «Бисолби-Интер» (Санкт-Петербург,,III,III,16.05.2018,15.05.2028,Действует,1
192-03-3165-1,БитЛайт,bitlayt,КС,60 г/л трифлусульфурон-метил,гербицид,ООО ГК «ЗемлякоФФ»,1037724060560,III,III,28.05.2021,27.05.2031,Действует,0
148-03-1484-1,Битап ФД-11,bitap-fd-11,КЭ,80 г/л Десмедифам + 80 г/л фенмедифам,гербицид,ООО «ЮПЛ»,1157746848490,III,III,27.04.2017,26.04.2027,Действует,0
446-03-1544-1,Битатрин,bitatrin,КЭ,112 г/л этофумезат + 91 г/л фенмедифам + 71 г/л Десмедифам,гербицид,ООО «СФ-РЕГИСТРЭЙШН»,1142310001404,III,III,06.09.2017,05.09.2027,Действует,0
034-01-2881-1,Битоксибациллин,bitoksibatsillin,П,"20х10⁹ спор/г Bacillus thuringiensis, var. Thuringiensis, штамм 98",инсектицид,ООО ПО «Сиббиофарм»,1035404721780,III,III,18.11.2020,17.11.2030,Действует,1
034-01-10035-1,Битоцид,bitotsid,СК,10⁸ КОЕ/Мл Beauveriabassiana (Balsamo) Vuillemin BLm5-Rv-19),инсектицид,Vuillemin BLm5-Rv-19)) ООО ПО «Сиббиофарм»,1035404721780,IV,III,07.07.2026,06.07.2036,Действует,1
062-01-1839-1,Бифас,bifas,КС,300 г/л Имидаклоприд + 100 г/л альфа-циперметрин,инсектицид,ООО «АЛЬФАХИМГРУПП»,,III,I,22.03.2018,21.03.2028,Действует,0
178-03-2916-1,Бифор 22,bifor-22,КЭ,160 г/л Десмедифам + 160 г/л фенмедифам,гербицид,ООО «Агро Эксперт Груп»,1027708006996,III,III,09.12.2020,08.12.2030,Действует,0
178-03-2618-1,Бифор Прогресс,bifor-progress,КЭ,112 г/л этофумезат + 91 г/л фенмедифам + 71 г/л Десмедифам,гербицид,ООО «Агро Эксперт Груп»,1027708006996,III,III,23.03.2020,22.03.2030,Действует,0
178-03-1752-1,Бифор Супер,bifor-super,МЭ,80 г/л этофумезат + 65 г/л фенмедифам + 50 г/л Десмедифам,гербицид,ООО «Агро Эксперт Груп»,1027708006996,III,III,12.02.2018,11.02.2028,Действует,0
062-03-2766-1,Бихард,bihard,СЭ,"326 г/л 2,4-Д кислоты (2-этилгексиловый эфир) + 8,5 г/л флорасулам",гербицид,"+ 8,5 г/л флорасулам) ООО «АЛЬФАХИМГРУПП»",,II,III,29.07.2020,28.07.2030,Действует,0
021-03-1722-1,Бицепс 22,bitseps-22,КЭ,100 г/л Десмедифам + 100 г/л фенмедифам,гербицид,АО Фирма «Август»,1025006038958,III,III,07.11.2017,06.11.2027,Действует,0
021-03-2632-1,Бицепс 300,bitseps-300,МКЭ,150 г/л Десмедифам + 150 г/л фенмедифам,гербицид,АО Фирма «Август»,1025006038958,III,III,27.03.2020,26.03.2030,Действует,0
021-03-1721-1,Бицепс Гарант,bitseps-garant,КЭ,110 г/л этофумезат + 90 г/л фенмедифам + 70 г/л Десмедифам,гербицид,АО Фирма «Август»,1025006038958,III,III,07.11.2017,06.11.2027,Действует,0
010-03-3572-1,Блиц,blits,ВРК,320 г/л Бентазон + 160 г/л Ацифлуорфен,гербицид,ООО «ЛИСТЕРРА»,1057749556930,II,III,28.03.2022,27.03.2032,Действует,0
873-02-4131-1,Блю Шилд 10,blyu-shild-10,КС,184 г/л Меди гидроксид,фунгицид,Гадот Агро Лтд.,,III,III,21.06.2023,20.06.2033,Действует,0
170-02-3907-1,Блю Шилд 20,blyu-shild-20,ВДГ,308 г/кг Меди гидроксид,фунгицид,Гадот Агро Лтд.,,II,III,14.12.2022,13.12.2032,Действует,0
585-01-9716-1,"Боверикс, Ж",boveriks-zh,Ж,10⁸ КОЕ/Мл Beauveriabassiana,инсектицид,ИП КУЗНЕЦОВА МАРИЯ ВЯЧЕСЛАВОВНАИП 304027214000089,,IV,III,09.12.2025,08.12.2035,Действует,1
971-03-4867-0,Богдэн,bogden,ВДГ,750 г/кг трибенурон-метил,гербицид,"ООО ""ПРОЛАЙН""",1230200002020,III,III,14.05.2025,13.05.2028,Действует,0
041-03-3508-1,Боксер,bokser,КЭ,800 г/л Просульфокарб,гербицид,ООО «Сингента»,1037739325271,III,III,02.03.2022,03.03.2026,Действует,0
062-02-3376-1,Боливар Форте,bolivar-forte,КС,240 г/л Тебуконазол + 125 г/л Крезоксим-метил,фунгицид,ООО «АЛЬФАХИМГРУПП»,,II,III,18.11.2021,17.11.2031,Действует,0
021-03-4456-1,Бомба,bomba,ВДГ,563 г/кг трибенурон-метил + 187 г/кг флорасулам,гербицид,АО Фирма «Август»,1025006038958,III,III,14.03.2024,13.03.2034,Действует,0
018-01-2830-1,Бомбарда,bombarda,КС,130 г/л Тиаметоксам + 90 г/л Имидаклоприд + 60 г/л Фипронил,инсектицид,АО «Щелково Агрохим»,1025006519427,III,-,08.10.2020,07.10.2030,Действует,0
021-01(02)-2836-1,Бомбер,bomber,ДШ,300 г/кг Тиабендазол + 130 г/кг циперметрин,инсектицид,АО Фирма «Август»,1025006038958,III,-,13.10.2020,12.10.2030,Действует,1
041-02-1448-1,Бонтима,bontima,КЭ,"187,5 г/л Ципродинил + 62,5 г/л Изопиразам",фунгицид,ООО «Сингента»,1037739325271,III,III,07.04.2017,06.04.2027,Действует,0
156-02-2327-1,Бонтима Форте,bontima-forte,КЭ,"187,5 г/л Ципродинил + 62,5 г/л Изопиразам",фунгицид,ООО «АДАМА РУС»,1062310039934,III,III,24.07.2019,23.07.2029,Действует,0
570-03-2392-1,Бонус,bonus,ВР,480 г/л Бентазон,гербицид,ООО «КЛЕВЕР ГРУПП»,1172801001350,III,III,12.09.2019,11.09.2029,Действует,0
021-02-3994-1,Бордоская жидкость,bordoskaya-zhidkost,ВСК,172 г/л Меди сульфат трехосновный,фунгицид,АО Фирма «Август»,1025006038958,III,II,02.03.2023,01.03.2033,Действует,1
046-02-4275-1,Бордоская смесь Экстра,bordoskaya-smes-ekstra,ВРП,960 г/кг Меди сульфат + 900 г/кг кальция гидроксид,фунгицид,ЗАО «ТПК «Техноэкспорт»,1025005325070,III,III,30.11.2023,29.11.2033,Не действует,0
046-02-5067-1,Бордоская смесь Экстра,bordoskaya-smes-ekstra,ВРП,960 г/кг Меди сульфат + 900 г/кг кальция гидроксид,фунгицид,ООО «Техноэкспорт»,1125042005175,III,III,29.08.2025,29.11.2033,Действует,0
149-02-4542-1,Бордоская смесь-Ф,bordoskaya-smes-f,ВРП,960 г/кг Меди сульфат + 900 г/кг кальция гидроксид,фунгицид,ООО «ФАСКО +»,1025006178614,III,III,03.05.2024,02.05.2034,Действует,1
021-01-2845-1,Борей,borey,СК,50 г/л лямбда-цигалотрин + 150 г/л Имидаклоприд,инсектицид,АО Фирма «Август»,1025006038958,III,I,16.10.2020,15.10.2030,Действует,0
021-01-1738-1,Борей Нео,borey-neo,СК,125 г/л Альфа-ципермeтрин + 100 г/л Имидаклоприд + 50 г/л Клотианидин,инсектицид,АО Фирма «Август»,1025006038958,-,-,21.04.2015,,Не действует,0
